speaker,source,segment_id,timestamp,text
"Speaker 1",system_audio,"57a15b79-a898-4679-ae28-75941d9af5b4",2026-05-18T20:00:29,"Il bumper del fronte è una cosa che dovrà avverso. Per avverso il bumper, ho bisogno di rinvendere le luci. Perché se uno si vede le luci, ho bisogno di vedere le bolt che si tracchiano nel posto. Quindi le due sono le bolt, la lucia si tracchiano, e poi si avviene il bumper."
"Speaker 1",system_audio,"6c85ef6a-2031-41c9-b27e-c3d6b031cab9",2026-05-18T20:00:41,"Sì, questo era molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto molto"
"Speaker 1",system_audio,"89f2949e-a7d7-4888-bc8c-e5efb5158f45",2026-05-18T20:00:55,"è così che questo radiotto non sarà così facile come la prima idea. È così che questo hatch qui, si tratta di questo hatch e poi si unirà il radiotto e poi si alliega sulle parti qui, ma sto parlando, è così."
"Speaker 1",system_audio,"8ede600a-2e12-4037-a066-d7b3b03dd5a0",2026-05-18T20:01:11,"e questo è parte dei wingi, quindi posso dire che il winga è fuori. Ho iniziato a unire in quel hatch, ma non vedo se posso avverso il hatch, quindi i wingi hanno bisogno di avverso. Poi posso avverso il gioco l'interno del gioco, non è un problema, perché la porta è l'opera sufficiente per me a avverso il b..."
"Speaker 1",system_audio,"87c71171-5155-45d7-94e1-bf5598da2b5d",2026-05-18T20:01:25,"e la parte di la parte di la parte di l'alto non è molto più che una volta, quindi devo farlo scoprire e questo è davvero il primo rile. Allora, il primo rile! Ho noia l'engine, ho la coda,"
"Speaker 1",system_audio,"4c70358e-a627-4de7-99e2-c85895dd2b93",2026-05-18T20:01:40,"E' quello che stiamo facendo. Car, selezione di rivelazio, non ha problema. E' cominciato a rivelazio. Può essere buono dopo tutto."
"Speaker 1",system_audio,"faae18f6-8163-44c6-941a-bdf0d21598fd",2026-05-18T20:01:56,"E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E' molto spesso! E'"
"Speaker 1",system_audio,"e6bc733e-cf97-4633-83d3-80a94462c164",2026-05-18T20:02:10,"Loosen'a e poi avventemente posso farlo fuori. Ma è ancora non sembra che sia possibile per farlo fuori."

timestamp,description,assignee,status

