speaker,source,segment_id,timestamp,text
"Speaker 1",system_audio,"dc9e21f2-1a9b-4609-8cfa-934d00587d85",2026-05-25T18:58:52,"Dopo l'impatto, la superficie era un oceano di magma. Il calore proveniva da tre fonti."
"Speaker 1",system_audio,"38d81809-fad7-4f61-8d25-7d3d48cad8fc",2026-05-25T18:58:53,"Il calore degli impatti, il calore del materiale che si comprimeva, il calore dei decadimenti radioattivi, sopra al magma si formò un'atmosfera primitiva fatta di vapore acquio, anidride carbonica, azoto, zool..."
"Speaker 1",system_audio,"e57efc40-ab94-4584-83c1-3bcc7eca2fb2",2026-05-25T18:58:59,"e altri gas non era respirabile ma aveva un ruolo chiave, tratteneva il calore, poi lentamente lo rilasciava nello spazio. La terra cominciò a raffreddarsi dall'esterno verso l'interno."
"Speaker 1",system_audio,"00f93e58-bdb0-45db-9259-76e4b5d90066",2026-05-25T18:59:14,"Si solidificarono croste e fimere che venivano rotte di continuo da nuovi impatti e da eruzioni. Quando la temperatura scese abbastanza, il vapore acquio condensò."
"Speaker 1",system_audio,"0b0f9edb-2660-4c19-96a0-057e33444d9d",2026-05-25T18:59:29,"Inizio una fase di piogge estreme e prolungate. Le piogge caddero su rocce incandescenti, si rievaporarono, poi ricaddero ancora, questo ciclo andò avanti finché l'acqua riuscì a restare liquida al suolo."
"Speaker 1",system_audio,"f113cf2d-dc0f-43d8-a885-75100e91122c",2026-05-25T18:59:44,"Così, insieme ai gas usciti dai vulcani e a una piccola parte d'acqua arrivata con asteroidi ricchi di minerali idrati si formarono i primi mari, non erano blu."
"Speaker 1",system_audio,"69804e72-f2d6-4fd2-8790-7a7ab39fff76",2026-05-25T18:59:59,"erano densi e ricchi di metalli di sciolti ma erano oceaniveri."
"Speaker 1",system_audio,"6114b92d-39e2-467a-a70f-53d528cd5072",2026-05-25T19:00:14,"100 o 200 milioni di anni, residui del disco protoplanetario."
"Speaker 1",system_audio,"8b85cb8e-4e19-4bd0-80cb-5071f8e4b67f",2026-05-25T19:00:29,"colpivano spesso la terra. Non fu un unico diluvio di rocce, ma una fase lunga di impatti via via decrescenti. Gli impatti grandi vaporizzavano porzioni di oceano e crosta, ma tra un impatto e l'altro"
"Speaker 1",system_audio,"5d1c2285-3638-4562-ac5d-41fb6561c106",2026-05-25T19:00:44,"L'acqua tornava a riempire le conche. Questo alternarsi di distruzione e ricostruzione è importante. Ogni impatto portava anche elementi utili."
"Speaker 1",system_audio,"5aa8beca-5687-4c79-b1a0-cd96c3625a76",2026-05-25T19:00:59,"come carbonio e azoto. Ogni fase di raffreddamento creava nuovi ambienti chimici."

timestamp,description,assignee,status

