speaker,source,segment_id,timestamp,text
"Speaker 1",system_audio,"f3626b36-3dbb-4031-a458-749eda6e29b9",2026-05-17T17:15:02,"Saludiamo il Tilo, uno il gusto, due il costo, tre. Ovviamente le vostre preferenze, quindi andiamo al concessionario, ma prima dobbiamo ringraziare di nuovo."
"Speaker 1",system_audio,"68a2cc91-9c43-44f6-98a2-858d1f1df8a5",2026-05-17T17:15:14,"tre tre bagnori che è stata così contenta di come è andato il video della casa che ha deciso di spostarizzare anche questa ovviamente il momento di cambiare auto per il semplice motivo che la mia macchina sta diventando vecchia del 2018"
"Speaker 1",system_audio,"d0976002-4c1b-46bf-a2cc-ee33acddd51a",2026-05-17T17:15:29,"sarà aggiungendo il decennio di età che è veramente eccessivo è una spesa non indifferente ma rendo conto ma quale miglior modo di mettere da parte i soldi se non con il tasso di interesse di trade republica comprare un auto ovviamente si sa è una spesa molto"
"Speaker 1",system_audio,"9928e82c-d6b7-4e87-968e-1a7f63597980",2026-05-17T17:15:44,"grande ci viene nel corso trade republic che con l'interesse sulla liquidità ci fa mettere da parte un bel gruzzolo di denaro in pochissimo tempo tutti noi clienti infatti che aprono un conto trade republic attivano gli interessi ottengono il 3% di"
"Speaker 1",system_audio,"257eb720-1ed9-4e3d-9d45-871322fd96cb",2026-05-17T17:15:59,"interesse hanno l'ordo sul loro saldo, calcolato giornalmente e accreditato mensilmente."
"Speaker 1",system_audio,"dafa6f50-73f0-45b7-9416-d65d82552f61",2026-05-17T17:16:15,"Euro ovviamente alla fine avrai 10.300 euro 3% questo significa ovviamente si calcola su qualsiasi importo ed essendo calcolati giornalmente se tieni i soldi per metà a mese ovviamente riceverai metà degli interessi maturati ovviamente senza vincere"
"Speaker 1",system_audio,"eaf77877-e3ae-4155-8031-33ed6acac90e",2026-05-17T17:16:30,"di durata quindi prendi prelevi invi o usi i soldi come e quando vuoi se sei già cliente di trade republic ovviamente intanto bravissimo ma poi avrai la possibilità anche tu di ricevere l'interesse l'ordo del 3% annuo fino ovviamente ad un massimo"
"Speaker 1",system_audio,"3d99a7bf-b32a-4227-a26f-f7a2fd819aa7",2026-05-17T17:16:45,"di 12. In che modo ti starei chiedendo tu? Beh grazie mille. Basta ovviamente invitare un amico e per ogni amico invitato con successo riceverai il 3% per tre mesi. Altro esempio per le menti poco matematici come la mia se inviti 4"
"Speaker 1",system_audio,"3bd11e1b-212a-411e-ba1f-4b4a7def62b6",2026-05-17T17:17:00,"Amici iniziano a investire con successo avrai 12 mesi al 3% anno l'orto. Scarica l'app dal link in descrizione e apri un conto in meno di 5 minuti per cominciare a mettere dei soldi da parte e farli crescere."
"Speaker 1",system_audio,"7d31e118-a05c-4348-be11-367f7c2e9d99",2026-05-17T17:17:15,"scarica tra i repubblic."
"Speaker 1",system_audio,"26a8eeb5-3a5e-44fa-bfe3-c2f63e05bd26",2026-05-17T17:17:31,"Siamo ovviamente in ritardo da un secondo all'altro è purtroppo cambiato il metodo, adesso siamo dentro un tifone sudamericano, sì questo è il tifone."
"Speaker 1",system_audio,"2c16b09b-4072-4a7e-aced-01c8e39d6c63",2026-05-17T17:17:46,"Io chiamo il tipo perché arriveremo tardi, lo chiamo, ovviamente c'è bisogno di avere un certo dialogo con queste persi sono c'è un certo modo di parlare."

timestamp,description,assignee,status

